Ensembl ID	Gene ID	Symbol	Family	Type	Alias
ENSG00000170631	7564.0	ZNF16	zf-C2H2	TF	
ENSG00000170684	162979.0	ZNF296	zf-C2H2	TF	
ENSG00000170949	90338.0	ZNF160	zf-C2H2	TF	
ENSG00000170954	55786.0	ZNF415	zf-C2H2	TF	
ENSG00000171161	79894.0	ZNF672	zf-C2H2	TF	
ENSG00000171163	55657.0	ZNF692	zf-C2H2	TF	
ENSG00000171291	90594.0	ZNF439	zf-C2H2	TF	
ENSG00000171295	126070.0	ZNF440	zf-C2H2	TF	
ENSG00000171425	51545.0	ZNF581	zf-C2H2	TF	
ENSG00000171443	147807.0	ZNF524	zf-C2H2	TF	
ENSG00000171466	54811.0	ZNF562	zf-C2H2	TF	
ENSG00000171469	93134.0	ZNF561	zf-C2H2	TF	
ENSG00000171574	201514.0	ZNF584	zf-C2H2	TF	
ENSG00000171606	10782.0	ZNF274	zf-C2H2	TF	
ENSG00000171649	284307.0	ZIK1	zf-C2H2	TF	
ENSG00000171817	163255.0	ZNF540	zf-C2H2	TF	
ENSG00000171827	148268.0	ZNF570	zf-C2H2	TF	
ENSG00000171872	128209.0	KLF17	zf-C2H2	TF	
ENSG00000171940	7764.0	ZNF217	zf-C2H2	TF	
ENSG00000171970	126295.0	ZNF57	zf-C2H2	TF	
ENSG00000172000	80032.0	ZNF556	zf-C2H2	TF	
ENSG00000172006	115196.0	ZNF554	zf-C2H2	TF	
ENSG00000172059	8462.0	KLF11	zf-C2H2	TF	
ENSG00000172273	25988.0	HINFP	zf-C2H2	TF	
ENSG00000172466	7572.0	ZNF24	zf-C2H2	TF	
ENSG00000172748	169270.0	ZNF596	zf-C2H2	TF	
ENSG00000172818	5017.0	OVOL1	zf-C2H2	TF	
ENSG00000172845	6670.0	SP3	zf-C2H2	TF	
ENSG00000172888	285268.0	ZNF621	zf-C2H2	TF	
ENSG00000173041	340252.0	ZNF680	zf-C2H2	TF	
ENSG00000173068	54796.0	BNC2	zf-C2H2	TF	
ENSG00000173258	158399.0	ZNF483	zf-C2H2	TF	
ENSG00000173275	203523.0	ZNF449	zf-C2H2	TF	
ENSG00000173404	3642.0	INSM1	zf-C2H2	TF	
ENSG00000173480	147687.0	ZNF417	zf-C2H2	TF	
ENSG00000173875	163049.0	ZNF791	zf-C2H2	TF	
ENSG00000174255	7634.0	ZNF80	zf-C2H2	TF	
ENSG00000174332	148979.0	GLIS1	zf-C2H2	TF	
ENSG00000174586	162968.0	ZNF497	zf-C2H2	TF	
ENSG00000174595	136259.0	KLF14	zf-C2H2	TF	
ENSG00000174652	10781.0	ZNF266	zf-C2H2	TF	
ENSG00000174963	84107.0	ZIC4	zf-C2H2	TF	
ENSG00000175213	79797.0	ZNF408	zf-C2H2	TF	
ENSG00000175322	162655.0	ZNF519	zf-C2H2	TF	
ENSG00000175395	219749.0	ZNF25	zf-C2H2	TF	
ENSG00000175691	58492.0	ZNF77	zf-C2H2	TF	
ENSG00000175787	169841.0	ZNF169	zf-C2H2	TF	
ENSG00000176024	79898.0	ZNF613	zf-C2H2	TF	
ENSG00000176083	257101.0	ZNF683	zf-C2H2	TF	
ENSG00000176222			zf-C2H2	TF	
ENSG00000176293	7694.0	ZNF135	zf-C2H2	TF	
ENSG00000176371	54993.0	ZSCAN2	zf-C2H2	TF	
ENSG00000176472	284346.0	ZNF575	zf-C2H2	TF	
ENSG00000177599	126069.0	ZNF491	zf-C2H2	TF	
ENSG00000177842	253639.0	ZNF620	zf-C2H2	TF	
ENSG00000177873	285267.0	ZNF619	zf-C2H2	TF	
ENSG00000177932	30832.0	ZNF354C	zf-C2H2	TF	
ENSG00000178150	163071.0	ZNF114	zf-C2H2	TF	
ENSG00000178175	167465.0	ZNF366	zf-C2H2	TF	
ENSG00000178187	285676.0	ZNF454	zf-C2H2	TF	
ENSG00000178229	125919.0	ZNF543	zf-C2H2	TF	
ENSG00000178338	117608.0	ZNF354B	zf-C2H2	TF	
ENSG00000178386	7766.0	ZNF223	zf-C2H2	TF	
ENSG00000178665	349075.0	ZNF713	zf-C2H2	TF	
ENSG00000178917	285346.0	ZNF852	zf-C2H2	TF	
ENSG00000178935	79818.0	ZNF552	zf-C2H2	TF	
ENSG00000179059	132625.0	ZFP42	zf-C2H2	TF	
ENSG00000179195	144348.0	ZNF664	zf-C2H2	TF	
ENSG00000179388	1960.0	EGR3	zf-C2H2	TF	
ENSG00000179588	161882.0	ZFPM1	zf-C2H2	TF	
ENSG00000179922	147808.0	ZNF784	zf-C2H2	TF	
ENSG00000179930	127665.0	ZNF648	zf-C2H2	TF	
ENSG00000179943	84922.0	FIZ1	zf-C2H2	TF	
ENSG00000179965	51333.0	ZNF771	zf-C2H2	TF	
ENSG00000179981	10194.0	TSHZ1	zf-C2H2	TF	
ENSG00000180035	197407.0	ZNF48	zf-C2H2	TF	
ENSG00000180081			zf-C2H2	TF	
ENSG00000180257	125893.0	ZNF816	zf-C2H2	TF	
ENSG00000180479	51276.0	ZNF571	zf-C2H2	TF	
ENSG00000180532	201516.0	ZSCAN4	zf-C2H2	TF	
ENSG00000180626	84622.0	ZNF594	zf-C2H2	TF	
ENSG00000180787	124961.0	ZFP3	zf-C2H2	TF	
ENSG00000180855	10224.0	ZNF443	zf-C2H2	TF	
ENSG00000180884	126375.0	ZNF792	zf-C2H2	TF	
ENSG00000180938	137209.0	ZNF572	zf-C2H2	TF	
ENSG00000181135	286075.0	ZNF707	zf-C2H2	TF	
ENSG00000181220	155061.0	ZNF746	zf-C2H2	TF	
ENSG00000181315	79692.0	ZNF322A	zf-C2H2	TF	
ENSG00000181444	168544.0	ZNF467	zf-C2H2	TF	
ENSG00000181450	339500.0	ZNF678	zf-C2H2	TF	
ENSG00000181638	286128.0	ZFP41	zf-C2H2	TF	
ENSG00000181666	284459.0	HKR1	zf-C2H2	TF	
ENSG00000181690	5324.0	PLAG1	zf-C2H2	TF	
ENSG00000181894	79673.0	ZNF329	zf-C2H2	TF	
ENSG00000181896	94039.0	ZNF101	zf-C2H2	TF	
ENSG00000182111	441234.0	ZNF716	zf-C2H2	TF	
ENSG00000182141	7562.0	ZNF708	zf-C2H2	TF	
ENSG00000182318	342945.0	ZSCAN22	zf-C2H2	TF	
ENSG00000182903			zf-C2H2	TF	
ENSG00000182983	389114.0	ZNF662	zf-C2H2	TF	
ENSG00000182986	162967.0	ZNF320	zf-C2H2	TF	
ENSG00000183309	9831.0	ZNF623	zf-C2H2	TF	
ENSG00000183647	348327.0	ZNF530	zf-C2H2	TF	
ENSG00000183850			zf-C2H2	TF	
ENSG00000184280	26974.0	ZNF285	zf-C2H2	TF	
ENSG00000184517	162239.0	ZFP1	zf-C2H2	TF	
ENSG00000184635			zf-C2H2	TF	
ENSG00000184937	7490.0	WT1	zf-C2H2	TF	
ENSG00000184939	146198.0	ZFP90	zf-C2H2	TF	
ENSG00000185177	90827.0	ZNF479	zf-C2H2	TF	
ENSG00000185219	353274.0	ZNF445	zf-C2H2	TF	
ENSG00000185252	7625.0	ZNF74	zf-C2H2	TF	
ENSG00000185591	6667.0	SP1	zf-C2H2	TF	
ENSG00000185669	333929.0	SNAI3	zf-C2H2	TF	
ENSG00000185730	79943.0	ZNF696	zf-C2H2	TF	
ENSG00000185811	10320.0	IKZF1	zf-C2H2	TF	
ENSG00000185869			zf-C2H2	TF	
ENSG00000185947	10308.0	ZNF267	zf-C2H2	TF	
ENSG00000186017	84924.0	ZNF566	zf-C2H2	TF	
ENSG00000186019	7767.0	ZNF224	zf-C2H2	TF	
ENSG00000186020	57711.0	ZNF529	zf-C2H2	TF	
ENSG00000186026	342909.0	ZNF284	zf-C2H2	TF	
ENSG00000186230	388567.0	ZNF749	zf-C2H2	TF	
ENSG00000186272	7565.0	ZNF17	zf-C2H2	TF	
ENSG00000186300	148254.0	ZNF555	zf-C2H2	TF	
ENSG00000186376	7626.0	ZNF75D	zf-C2H2	TF	
ENSG00000186446	115560.0	ZNF501	zf-C2H2	TF	
ENSG00000186448	10168.0	ZNF197	zf-C2H2	TF	
ENSG00000186496	252884.0	ZNF396	zf-C2H2	TF	
ENSG00000186660	80829.0	ZFP91	zf-C2H2	TF	
ENSG00000186777	654254.0	ZNF732	zf-C2H2	TF	
ENSG00000186812	84307.0	ZNF397	zf-C2H2	TF	
ENSG00000186814	100101467.0	ZSCAN30	zf-C2H2	TF	
ENSG00000187187	339327.0	ZNF546	zf-C2H2	TF	
ENSG00000187607	57335.0	ZNF286A	zf-C2H2	TF	
ENSG00000187626	387032.0	ZKSCAN4	zf-C2H2	TF	
ENSG00000187792	7621.0	ZNF70	zf-C2H2	TF	
ENSG00000187801	65243.0	ZNF643	zf-C2H2	TF	
ENSG00000187815	339559.0	ZNF642	zf-C2H2	TF	
ENSG00000187987	222696.0	ZSCAN23	zf-C2H2	TF	
ENSG00000188033	57474.0	ZNF490	zf-C2H2	TF	
ENSG00000188171	199777.0	ZNF626	zf-C2H2	TF	
ENSG00000188227	390927.0	ZNF793	zf-C2H2	TF	
ENSG00000188283	163087.0	ZNF383	zf-C2H2	TF	
ENSG00000188295	79862.0	ZNF669	zf-C2H2	TF	
ENSG00000188321	84527.0	ZNF559	zf-C2H2	TF	
ENSG00000188474			zf-C2H2	TF	
ENSG00000188629	7730.0	ZNF177	zf-C2H2	TF	
ENSG00000188785	147694.0	ZNF548	zf-C2H2	TF	
ENSG00000188786	4520.0	MTF1	zf-C2H2	TF	
ENSG00000188801	387328.0	ZNF322B	zf-C2H2	TF	
ENSG00000188868	147837.0	ZNF563	zf-C2H2	TF	
ENSG00000188994	23036.0	ZNF292	zf-C2H2	TF	
ENSG00000189042	163081.0	ZNF567	zf-C2H2	TF	
ENSG00000189120	80320.0	SP6	zf-C2H2	TF	
ENSG00000189144	126231.0	ZNF573	zf-C2H2	TF	
ENSG00000189164	84503.0	ZNF527	zf-C2H2	TF	
ENSG00000189180	7581.0	ZNF33A	zf-C2H2	TF	
ENSG00000189190	162966.0	ZNF600	zf-C2H2	TF	
ENSG00000189298	80317.0	ZKSCAN3	zf-C2H2	TF	
ENSG00000196081			zf-C2H2	TF	
ENSG00000196109	163223.0	ZNF676	zf-C2H2	TF	
ENSG00000196110	374879.0	ZNF699	zf-C2H2	TF	
ENSG00000196150	58500.0	ZNF250	zf-C2H2	TF	
ENSG00000196152	7633.0	ZNF79	zf-C2H2	TF	
ENSG00000196172	148213.0	ZNF681	zf-C2H2	TF	
ENSG00000196214	90321.0	ZNF766	zf-C2H2	TF	
ENSG00000196247	51427.0	ZNF107	zf-C2H2	TF	
ENSG00000196263	57573.0	ZNF471	zf-C2H2	TF	
ENSG00000196267	162962.0	ZNF836	zf-C2H2	TF	
ENSG00000196268	284443.0	ZNF493	zf-C2H2	TF	
ENSG00000196345	55888.0	ZNF167	zf-C2H2	TF	
ENSG00000196350			zf-C2H2	TF	
ENSG00000196357	147929.0	ZNF565	zf-C2H2	TF	
ENSG00000196378	80778.0	ZNF34	zf-C2H2	TF	
ENSG00000196381	163115.0	ZNF781	zf-C2H2	TF	
ENSG00000196387	7699.0	ZNF140	zf-C2H2	TF	
ENSG00000196391	342132.0	ZNF774	zf-C2H2	TF	
ENSG00000196409	26149.0	ZNF658	zf-C2H2	TF	
ENSG00000196417	91661.0	ZNF765	zf-C2H2	TF	
ENSG00000196418	7678.0	ZNF124	zf-C2H2	TF	
ENSG00000196437	148266.0	ZNF569	zf-C2H2	TF	
ENSG00000196453	27153.0	ZNF777	zf-C2H2	TF	
ENSG00000196456	285971.0	ZNF775	zf-C2H2	TF	
ENSG00000196458			zf-C2H2	TF	
ENSG00000196466	90576.0	ZNF799	zf-C2H2	TF	
ENSG00000196597	158431.0	ZNF782	zf-C2H2	TF	
ENSG00000196605	162993.0	ZNF846	zf-C2H2	TF	
ENSG00000196646	7695.0	ZNF136	zf-C2H2	TF	
ENSG00000196652	23660.0	ZKSCAN5	zf-C2H2	TF	
ENSG00000196653	91392.0	ZNF502	zf-C2H2	TF	
ENSG00000196670	643836.0	ZFP62	zf-C2H2	TF	
ENSG00000196693	7582.0	ZNF33B	zf-C2H2	TF	
ENSG00000196700	57473.0	ZNF512B	zf-C2H2	TF	
ENSG00000196705	170959.0	ZNF431	zf-C2H2	TF	
ENSG00000196724	147686.0	ZNF418	zf-C2H2	TF	
ENSG00000196757	90592.0	ZNF700	zf-C2H2	TF	
ENSG00000196793	8187.0	ZNF239	zf-C2H2	TF	
ENSG00000196812	80345.0	ZSCAN16	zf-C2H2	TF	
ENSG00000196826			zf-C2H2	TF	
ENSG00000196867	140612.0	ZFP28	zf-C2H2	TF	
ENSG00000196922			zf-C2H2	TF	
ENSG00000196946	440077.0	ZNF705A	zf-C2H2	TF	
ENSG00000196967	199704.0	ZNF585A	zf-C2H2	TF	
ENSG00000197008	7697.0	ZNF138	zf-C2H2	TF	
ENSG00000197013	353088.0	ZNF429	zf-C2H2	TF	
ENSG00000197016	388566.0	ZNF470	zf-C2H2	TF	
ENSG00000197020	163227.0	ZNF100	zf-C2H2	TF	
ENSG00000197024	57541.0	ZNF398	zf-C2H2	TF	
ENSG00000197037	221785.0	ZNF498	zf-C2H2	TF	
ENSG00000197044	126068.0	ZNF441	zf-C2H2	TF	
ENSG00000197050	147923.0	ZNF420	zf-C2H2	TF	
ENSG00000197054	284390.0	ZNF763	zf-C2H2	TF	
ENSG00000197123	168417.0	ZNF679	zf-C2H2	TF	
ENSG00000197124	91120.0	ZNF682	zf-C2H2	TF	
ENSG00000197128	400720.0	ZNF772	zf-C2H2	TF	
ENSG00000197134	113835.0	ZNF257	zf-C2H2	TF	
ENSG00000197162	146540.0	ZNF785	zf-C2H2	TF	
ENSG00000197213	342933.0	ZSCAN5B	zf-C2H2	TF	
ENSG00000197279	7718.0	ZNF165	zf-C2H2	TF	
ENSG00000197343	79027.0	ZNF655	zf-C2H2	TF	
ENSG00000197360	148198.0	ZNF98	zf-C2H2	TF	
ENSG00000197362	136051.0	ZNF786	zf-C2H2	TF	
ENSG00000197363	340385.0	ZNF517	zf-C2H2	TF	
ENSG00000197372	171392.0	ZNF675	zf-C2H2	TF	
ENSG00000197385	344787.0	ZNF860	zf-C2H2	TF	
ENSG00000197472			zf-C2H2	TF	
ENSG00000197483	89887.0	ZNF628	zf-C2H2	TF	
ENSG00000197497	79788.0	ZNF665	zf-C2H2	TF	
ENSG00000197566	57547.0	ZNF624	zf-C2H2	TF	
ENSG00000197608	284371.0	ZNF841	zf-C2H2	TF	
ENSG00000197619	284370.0	ZNF615	zf-C2H2	TF	
ENSG00000197619	59348.0	ZNF350	zf-C2H2	TF	
ENSG00000197619	9668.0	ZNF432	zf-C2H2	TF	
ENSG00000197647	163059.0	ZNF433	zf-C2H2	TF	
ENSG00000197714	10794.0	ZNF460	zf-C2H2	TF	
ENSG00000197779	347344.0	ZNF81	zf-C2H2	TF	
ENSG00000197782	284323.0	ZNF780A	zf-C2H2	TF	
ENSG00000197808	92283.0	ZNF461	zf-C2H2	TF	
ENSG00000197841	339318.0	ZNF181	zf-C2H2	TF	
ENSG00000197857	100287841.0	LOC100287841	zf-C2H2	TF	
ENSG00000197857	51710.0	ZNF44	zf-C2H2	TF	
ENSG00000197863	388536.0	ZNF790	zf-C2H2	TF	
ENSG00000197928	342926.0	ZNF677	zf-C2H2	TF	
ENSG00000197933	55552.0	ZNF823	zf-C2H2	TF	
ENSG00000197935	282890.0	ZNF311	zf-C2H2	TF	
ENSG00000197937	84671.0	ZNF347	zf-C2H2	TF	
ENSG00000197951	58491.0	ZNF71	zf-C2H2	TF	
ENSG00000197961	7675.0	ZNF121	zf-C2H2	TF	
ENSG00000198026	63925.0	ZNF335	zf-C2H2	TF	
ENSG00000198028	147741.0	ZNF560	zf-C2H2	TF	
ENSG00000198039	10793.0	ZNF273	zf-C2H2	TF	
ENSG00000198040	7637.0	ZNF84	zf-C2H2	TF	
ENSG00000198046	63934.0	ZNF667	zf-C2H2	TF	
ENSG00000198093	65251.0	ZNF649	zf-C2H2	TF	
ENSG00000198105	57209.0	ZNF248	zf-C2H2	TF	
ENSG00000198131	27300.0	ZNF544	zf-C2H2	TF	
ENSG00000198146	54989.0	ZNF770	zf-C2H2	TF	
ENSG00000198153	100129842.0	ZNF737	zf-C2H2	TF	
ENSG00000198169	90987.0	ZNF251	zf-C2H2	TF	
ENSG00000198182	84775.0	ZNF607	zf-C2H2	TF	
ENSG00000198185	55713.0	ZNF334	zf-C2H2	TF	
ENSG00000198205	7789.0	ZXDA	zf-C2H2	TF	
ENSG00000198298	220992.0	ZNF485	zf-C2H2	TF	
ENSG00000198300	23619.0	ZIM2	zf-C2H2	TF	
ENSG00000198300	5178.0	PEG3	zf-C2H2	TF	
ENSG00000198315	7745.0	ZNF192	zf-C2H2	TF	
ENSG00000198342	79973.0	ZNF442	zf-C2H2	TF	
ENSG00000198346	126017.0	ZNF813	zf-C2H2	TF	
ENSG00000198393	7574.0	ZNF26	zf-C2H2	TF	
ENSG00000198416			zf-C2H2	TF	
ENSG00000198429	7620.0	ZNF69	zf-C2H2	TF	
ENSG00000198440	147949.0	ZNF583	zf-C2H2	TF	
ENSG00000198453	374900.0	ZNF568	zf-C2H2	TF	
ENSG00000198455	158586.0	ZXDB	zf-C2H2	TF	
ENSG00000198464	147657.0	ZNF480	zf-C2H2	TF	
ENSG00000198466	84914.0	ZNF587	zf-C2H2	TF	
ENSG00000198482	388558.0	ZNF808	zf-C2H2	TF	
ENSG00000198521	7594.0	ZNF43	zf-C2H2	TF	
ENSG00000198538	7576.0	ZNF28	zf-C2H2	TF	
ENSG00000198551	199692.0	ZNF627	zf-C2H2	TF	
ENSG00000198556	285989.0	ZNF789	zf-C2H2	TF	
ENSG00000198580			zf-C2H2	TF	
ENSG00000198597	9745.0	ZNF536	zf-C2H2	TF	
ENSG00000198633	147658.0	ZNF534	zf-C2H2	TF	
ENSG00000198740	22834.0	ZNF652	zf-C2H2	TF	
ENSG00000198795	25925.0	ZNF521	zf-C2H2	TF	
ENSG00000198816	140467.0	ZNF358	zf-C2H2	TF	
ENSG00000198939	80108.0	ZFP2	zf-C2H2	TF	
ENSG00000203326			zf-C2H2	TF	
ENSG00000204335	389058.0	SP5	zf-C2H2	TF	
ENSG00000204514	730051.0	ZNF814	zf-C2H2	TF	
ENSG00000204517			zf-C2H2	TF	
ENSG00000204519	90233.0	ZNF551	zf-C2H2	TF	
ENSG00000204524	390980.0	ZNF805	zf-C2H2	TF	
ENSG00000204532	649137.0	ZSCAN5C	zf-C2H2	TF	
ENSG00000204604	90333.0	ZNF468	zf-C2H2	TF	
ENSG00000204611	90317.0	ZNF616	zf-C2H2	TF	
ENSG00000204644	346171.0	ZFP57	zf-C2H2	TF	
ENSG00000204920	7711.0	ZNF155	zf-C2H2	TF	
ENSG00000204946	100289678.0	ZNF783	zf-C2H2	TF	
ENSG00000204947	155054.0	ZNF425	zf-C2H2	TF	
ENSG00000206510			zf-C2H2	TF	
ENSG00000213015	51157.0	ZNF580	zf-C2H2	TF	
ENSG00000213020	81856.0	ZNF611	zf-C2H2	TF	
ENSG00000213096	9534.0	ZNF254	zf-C2H2	TF	
ENSG00000213297	90589.0	ZNF625	zf-C2H2	TF	
ENSG00000213762	7693.0	ZNF134	zf-C2H2	TF	
ENSG00000213799	91664.0	ZNF845	zf-C2H2	TF	
ENSG00000213967			zf-C2H2	TF	
ENSG00000213973	7652.0	ZNF99	zf-C2H2	TF	
ENSG00000213976			zf-C2H2	TF	
ENSG00000213988	56242.0	ZNF253	zf-C2H2	TF	
ENSG00000213988	7643.0	ZNF90	zf-C2H2	TF	
ENSG00000213988	81931.0	ZNF93	zf-C2H2	TF	
ENSG00000213988	90649.0	ZNF486	zf-C2H2	TF	
ENSG00000214022	29803.0	REPIN1	zf-C2H2	TF	
ENSG00000214029			zf-C2H2	TF	
ENSG00000214534	100131539.0	LOC100131539	zf-C2H2	TF	
ENSG00000215339			zf-C2H2	TF	
ENSG00000215343	728957.0	ZNF705D	zf-C2H2	TF	
ENSG00000215356	100132396.0	LOC100132396	zf-C2H2	TF	
ENSG00000215372	100131980.0	ZNF705G	zf-C2H2	TF	
ENSG00000215397	85508.0	SCRT2	zf-C2H2	TF	
ENSG00000215421	55628.0	ZNF407	zf-C2H2	TF	
ENSG00000217236	100131390.0	SP9	zf-C2H2	TF	
ENSG00000218497			zf-C2H2	TF	
ENSG00000218891	163033.0	ZNF579	zf-C2H2	TF	
ENSG00000219492			zf-C2H2	TF	
ENSG00000221923	400713.0	ZNF880	zf-C2H2	TF	
ENSG00000221994	57232.0	ZNF630	zf-C2H2	TF	
ENSG00000223547	284391.0	ZNF844	zf-C2H2	TF	
ENSG00000223687			zf-C2H2	TF	
ENSG00000223852			zf-C2H2	TF	
ENSG00000223858			zf-C2H2	TF	
ENSG00000224689			zf-C2H2	TF	
ENSG00000225351			zf-C2H2	TF	
ENSG00000225614	84627.0	ZNF469	zf-C2H2	TF	
ENSG00000226858			zf-C2H2	TF	
ENSG00000227124	100131827.0	ZNF717	zf-C2H2	TF	
ENSG00000227571	100133142.0	ZNF865	zf-C2H2	TF	
ENSG00000227858			zf-C2H2	TF	
ENSG00000229631			zf-C2H2	TF	
ENSG00000229676	57615.0	ZNF492	zf-C2H2	TF	
ENSG00000229809	146542.0	ZNF688	zf-C2H2	TF	
ENSG00000230766			zf-C2H2	TF	
ENSG00000230797	404281.0	YY2	zf-C2H2	TF	
ENSG00000232099			zf-C2H2	TF	
ENSG00000232371	729747.0	ZNF878	zf-C2H2	TF	
ENSG00000233831			zf-C2H2	TF	
ENSG00000234284	345462.0	ZNF879	zf-C2H2	TF	
ENSG00000234444	728927.0	ZNF736	zf-C2H2	TF	
ENSG00000234669			zf-C2H2	TF	
ENSG00000235109	64288.0	ZNF323	zf-C2H2	TF	
ENSG00000235178			zf-C2H2	TF	
ENSG00000235589			zf-C2H2	TF	
ENSG00000236220			zf-C2H2	TF	
ENSG00000236575			zf-C2H2	TF	
ENSG00000242852	163051.0	ZNF709	zf-C2H2	TF	
ENSG00000243660			zf-C2H2	TF	
ENSG00000243943	84450.0	ZNF512	zf-C2H2	TF	
ENSG00000245680	92285.0	ZNF585B	zf-C2H2	TF	
ENSG00000249233	7710.0	ZNF154	zf-C2H2	TF	
ENSG00000249471	388569.0	ZNF324B	zf-C2H2	TF	
ENSG00000249709	163050.0	ZNF564	zf-C2H2	TF	
ENSG00000249760	284406.0	ZFP82	zf-C2H2	TF	
ENSG00000250571	2738.0	GLI4	zf-C2H2	TF	
ENSG00000251192	641339.0	ZNF674	zf-C2H2	TF	
ENSG00000251247	25850.0	ZNF345	zf-C2H2	TF	
ENSG00000251369	162972.0	ZNF550	zf-C2H2	TF	
ENSG00000254004			zf-C2H2	TF	
ENSG00000105610	10661.0	KLF1	zf-C2H2	TF	
ENSG00000100811	7528.0	YY1	zf-C2H2	TF	
ENSG00000136504	11143.0	MYST2	zf-C2HC	TF	
ENSG00000147488	9705.0	ST18	zf-C2HC	TF	
ENSG00000154655	91133.0	L3MBTL4	zf-C2HC	TF	
ENSG00000186487	23040.0	MYT1L	zf-C2HC	TF	
ENSG00000196132	4661.0	MYT1	zf-C2HC	TF	
ENSG00000185513	26013.0	L3MBTL1	zf-C2HC	TF	
ENSG00000057935	57504.0	MTA3	zf-GATA	TF	
ENSG00000102145	2623.0	GATA1	zf-GATA	TF	
ENSG00000104447	7227.0	TRPS1	zf-GATA	TF	
ENSG00000107485	2625.0	GATA3	zf-GATA	TF	
ENSG00000130700	140628.0	GATA5	zf-GATA	TF	
ENSG00000136574	2626.0	GATA4	zf-GATA	TF	
ENSG00000141448	2627.0	GATA6	zf-GATA	TF	
ENSG00000143614	57459.0	GATAD2B	zf-GATA	TF	
ENSG00000157259	57798.0	GATAD1	zf-GATA	TF	
ENSG00000179348	2624.0	GATA2	zf-GATA	TF	
ENSG00000182979	9112.0	MTA1	zf-GATA	TF	
ENSG00000220201	100125288.0	ZGLP1	zf-GATA	TF	
ENSG00000149480	9219.0	MTA2	zf-GATA	TF	
ENSG00000142599	473.0	RERE	zf-GATA	TF	
ENSG00000089486	29965.0	C16orf5	zf-LITAF-like	TF	
ENSG00000189067	9516.0	LITAF	zf-LITAF-like	TF	
ENSG00000033800	8554.0	PIAS1	zf-MIZ	TF	
ENSG00000078043	9063.0	PIAS2	zf-MIZ	TF	
ENSG00000105229	51588.0	PIAS4	zf-MIZ	TF	
ENSG00000108175	57178.0	ZMIZ1	zf-MIZ	TF	
ENSG00000122515	83637.0	ZMIZ2	zf-MIZ	TF	
ENSG00000131788	10401.0	PIAS3	zf-MIZ	TF	
ENSG00000134758	51444.0	RNF138	zf-MIZ	TF	
ENSG00000086102	4799.0	NFX1	zf-NF-X1	TF	
ENSG00000170448	152518.0	NFXL1	zf-NF-X1	TF	
ENSG00000005302	10943.0	MSL3		ChroRemod	DKFZp586J1822;MSL3L1
ENSG00000009954	9031.0	BAZ1B		ChroRemod	WBSCR10;WBSCR9;WSTF
ENSG00000010803	22955.0	SCMH1		ChroRemod	Scml3
ENSG00000019485	56981.0	PRDM11		ChroRemod	PFM8
ENSG00000028310	65980.0	BRD9		ChroRemod	DKFZp434D0711;DKFZp686L0539;FLJ43530;LAVS3040;PRO9856
ENSG00000031691	55166.0	CENPQ		ChroRemod	C6orf139;CENP-Q;FLJ10545
ENSG00000048649	51773.0	RSF1		ChroRemod	HBXAP;RSF-1;XAP8;p325
ENSG00000055609	58508.0	MLL3		ChroRemod	DKFZp686C08112;FLJ12625;FLJ38309;HALR;KIAA1506;KMT2C;MGC119851;MGC119852;MGC1198
ENSG00000056661	7703.0	PCGF2		ChroRemod	MEL-18;MGC10545;RNF110;ZNF144
ENSG00000066117	6602.0	SMARCD1		ChroRemod	BAF60A;CRACD1;Rsc6p
ENSG00000066135	9682.0	KDM4A		ChroRemod	JHDM3A;JMJD2;JMJD2A;KIAA0677
ENSG00000068024	9759.0	HDAC4		ChroRemod	AHO3;BDMR;HA6116;HD4;HDAC-A;HDACA;KIAA0288
ENSG00000071794	6596.0	HLTF		ChroRemod	HIP116;HIP116A;HLTF1;RNF80;SMARCA3;SNF2L3;ZBU1
ENSG00000074266	8726.0	EED		ChroRemod	HEED;WAIT1
ENSG00000080503	6595.0	SMARCA2		ChroRemod	BAF190;BRM;FLJ36757;MGC74511;SNF2;SNF2L2;SNF2LA;SWI2;Sth1p;hBRM;hSNF2a
ENSG00000081692	65094.0	JMJD4		ChroRemod	FLJ12517;MGC129896
ENSG00000083168	7994.0	MYST3		ChroRemod	KAT6A;MGC167033;MOZ;RUNXBP2;ZNF220
ENSG00000094916	23468.0	CBX5		ChroRemod	HP1;HP1A
ENSG00000096717	23411.0	SIRT1		ChroRemod	SIR2L1
ENSG00000099381	9739.0	SETD1A		ChroRemod	KIAA0339;KMT2F;Set1;Set1A
ENSG00000099956	6598.0	SMARCB1		ChroRemod	BAF47;INI1;RDT;RTPS1;SNF5;SNF5L1;Sfh1p;Snr1;hSNFS
ENSG00000100261		 		ChroRemod	 
ENSG00000100307	23492.0	CBX7		ChroRemod	-
ENSG00000100888	57680.0	CHD8		ChroRemod	DKFZp686N17164;HELSNF1;KIAA1564
ENSG00000101945	6839.0	SUV39H1		ChroRemod	KMT1A;MG44;SUV39H
ENSG00000102038	6594.0	SMARCA1		ChroRemod	DKFZp686D1623;FLJ41547;ISWI;NURF140;SNF2L;SNF2L1;SNF2LB;SNF2LT;SWI;SWI2
ENSG00000102054	5931.0	RBBP7		ChroRemod	MGC138867;MGC138868;RbAp46
ENSG00000102098	10389.0	SCML2		ChroRemod	-
ENSG00000102384	2491.0	CENPI		ChroRemod	CENP-I;FSHPRH1;LRPR1;Mis6
